,shixun_id,shixun_name,challenge_id,challenge_name,answer_id,answer_contents
261,2233,数组和指针,xoehm2albnyr,字符串拼接,,
262,2233,数组和指针,6bsv3qzowl8c,求子串。,,
263,2233,数组和指针,3tpej6oisc8b,约瑟夫问题,,
264,2233,数组和指针,pakcfgizvewq,魔术师的猜牌术。,,
265,2214,数组,jvcpm8zu32fg,十进制整数转转换成十六进制数输出。,,
266,2214,数组,gbwcxlfhe6p9,回文数。,,
267,2214,数组,nib7o63hcq4a,求数列的第n项以及前n项之和。,,
268,2214,数组,nfrl52ofkc86,求数中的第k位数字。,,
269,2114,数据结构-树和二叉树及其应用,6u4pif9kswr3,二叉树的创建,5083,"本关任务对应的参考代码实现如下：
```cpp
BiTree CreateBiTree()
// 利用先序遍历创建二叉树，返回根指针。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
   	BiTree T;char ch;
	ch=getchar();
	if(ch=='#') T=NULL; //'#'代表空树		
	else
	{
		T=(BiTNode *)malloc(sizeof(BiTNode)); //生成根结点
		T->data=ch;
		T->lchild=CreateBiTree( ); //建立左子树
		T->rchild=CreateBiTree( ); //建立右子树
	}
	return T;
    /********** End **********/
}

void InOrder(BiTree T)
// 二叉树的中序遍历
// 参数：二叉树根指针T
// 输出：中间没有空格，末尾不换行。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(T)
	{
		InOrder(T->lchild);
		printf(""%c"",T->data);
		InOrder(T->rchild);
	}       
    /********** End **********/
}
```"
270,2114,数据结构-树和二叉树及其应用,2qawtirvjomn,计算二叉树的深度和结点个数,5084,"本关任务对应的参考代码实现如下：
```cpp
int GetTreeDepth(BiTree T)
// 计算二叉树的深度
// 参数：二叉树根指针T
// 返回：二叉树的深度
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
    int dl,dr;
	if(T==NULL) return 0;
	else
	{
		dl=GetTreeDepth(T->lchild);
		dr=GetTreeDepth(T->rchild);
		return (dl>=dr?dl:dr)+1;
	}
    /********** End **********/
}

int GetNodeNumber(BiTree T)
// 计算二叉树的总结点个数
// 参数：二叉树根指针T
// 返回：二叉树的总结点个数
{
    // 请在这里补充代码，完成本关任务
	/********** Begin *********/
    int nl,nr;
	if(T==NULL) return 0;
	else
	{
		nl=GetNodeNumber(T->lchild);
		nr=GetNodeNumber(T->rchild);
		return nl+nr+1;
	}
    /********** End **********/
}

int GetLeafNodeNumber(BiTree T)
// 计算二叉树的叶子结点个数
// 参数：二叉树根指针T
// 返回：二叉树的叶子结点个数
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int nl,nr;
	if(T==NULL) return 0;//空树
	else if(T->lchild==NULL&&T->rchild==NULL) return 1;//只有一个根结点
	else
	{
		nl=GetLeafNodeNumber(T->lchild);
		nr=GetLeafNodeNumber(T->rchild);
		return nl+nr;
	}    
    /********** End **********/
}
```"
271,2114,数据结构-树和二叉树及其应用,k26lhxjczqwo,实现二叉树左右子树交换,5085,"本关任务对应的参考代码实现如下：
```cpp
BiTree BiTreeChange(BiTree T)
// 实现二叉树左右子树的交换
// 参数：二叉树根指针T
// 返回：二叉树根指针
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	BiTNode* p;
	if(T==NULL)return T;
	else
	{
		p=T->lchild;T->lchild=T->rchild;T->rchild=p;//交换根结点的左右指针的指向
		T->lchild=BiTreeChange(T->lchild);
		T->rchild=BiTreeChange(T->rchild);
		return T;
	}    
    /********** End **********/
}

void PreOrder(BiTree T)
// 二叉树的先序遍历
// 参数：二叉树根指针T
// 输出：二叉树的先序遍历，中间没有空格，末尾不换行。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(T)
	{
		
		printf(""%c"",T->data);
		PreOrder(T->lchild);
		PreOrder(T->rchild);
	}    
    /********** End **********/
}
```"
272,2114,数据结构-树和二叉树及其应用,swp47fj8bqch,层次遍历二叉树,5087,"本关任务对应的参考代码实现如下：
```cpp
void HierarchyOrder(BiTree T)
// 二叉树的层次遍历（借助队列实现）
// 参数：二叉树根指针T
// 输出：二叉树的层次遍历，中间没有空格，末尾不换行。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	SqQueue Q; BiTNode *p;
	SQ_Initiate(&Q); //构造一个空队列
	p=T;
	if(p==NULL) return;
	SQ_In(&Q,p);
	while(!SQ_IsEmpty(Q))
	{
		SQ_Out(&Q,&p); //出队一个结点指针
		printf(""%c"",p->data);
		if(p->lchild!=NULL) SQ_In(&Q,p->lchild);
		if(p->rchild!=NULL) SQ_In(&Q,p->rchild);
	}
    /********** End **********/
}
```"
273,2335,[YZNCXB]C 指针实训,fvqws6ryc34z,去掉字符串首尾空格,5764,"本关任务对应参考代码实现如下：
```cpp
#include <stdio.h>
#include <string.h>

// 说明：gets因为安全隐患，已被c11标准遗弃．
// 虽然新的c标准中增加了gets_s, 但目前各编译器支持力度不一．
// 另外的替代方案是fgets

// 但是fgets和gets有些许差异，体现在:
// (1) gets和scanf在接受用户输入时，不会将换行符记录到字符串中，且会自动添加结尾的'\0'
// (2) fgets会将换行符记录到字符串中，不会自动添加结尾的'\0'

// 为方便大家使用，自定义实现own_gets, 接受两个参数,str和num
// 内部实现使用fgets，但会将换行符进行处理，替换成'\0'

void own_gets (char *str, int num)
{
    if (fgets (str, num, stdin) != 0)
    {
        size_t len = strlen (str);
        if (len > 0 && str[len - 1] == '\n')
        {
            str[len - 1] = '\0';
        }
    }
}

int main()
{
    // 定义存储字符串的一维字符数组
    char s[1024];
    char *p = NULL;

    // 输入一行字符，可以包含空格
    own_gets (s, 1023);

    p = s;
    //先将p挪动到尾部的'\0'
    while (*p != '\0')
    {
        p ++;
    }

    p --; //最后1个有效字符

    // 向前回溯，如果是空格，就改写成'\0'，实现空格删除
    while (*p == ' ')
    {
        *p = '\0';
        p --;
    }

    // 回到数组首部
    p = s;
    while (*p == ' ')
    {
        p ++;  // 不需要额外处理，只移动ｐ即可
    }

    // 输出去掉首尾空格后的字符串
    printf (""%s\n"", p);

    return 0;
}

```"
274,2335,[YZNCXB]C 指针实训,lxcvgpr9fie3,选出串中的数字,5765,"本关任务对应参考代码实现如下：
```cpp
#include <stdio.h>
#include <string.h>

// 说明：gets因为安全隐患，已被c11标准遗弃．
// 虽然新的c标准中增加了gets_s, 但目前各编译器支持力度不一．
// 另外的替代方案是fgets

// 但是fgets和gets有些许差异，体现在:
// (1) gets和scanf在接受用户输入时，不会将换行符记录到字符串中，且会自动添加结尾的'\0'
// (2) fgets会将换行符记录到字符串中，不会自动添加结尾的'\0'

// 为方便大家使用，自定义实现own_gets, 接受两个参数,str和num
// 内部实现使用fgets，但会将换行符进行处理，替换成'\0'

void own_gets (char *str, int num)
{
    if (fgets (str, num, stdin) != 0)
    {
        size_t len = strlen (str);
        if (len > 0 && str[len - 1] == '\n')
        {
            str[len - 1] = '\0';
        }
    }
}

int main()
{
    char s[1024];

    char *p = s, *q = s;

    // 输入一行字符
    own_gets (s, 1023);

    // 选出数字
    while (*p != '\0')
    {
        if ('0' <= *p && *p <= '9')
        {
            *q = *p;
            q ++;
        }
        else if ('-' == *p && q == s)
        {
            *q = '-';
            q ++;
        }
        p ++;
    }

    *q='\0';    //字符串封尾

    // 输出选出的数字
    printf (""%s\n"", s);

    return 0;
}

```"
275,2335,[YZNCXB]C 指针实训,3gey6woftvnr,大写字母好看,5766,"本关任务对应参考代码实现如下：
```cpp
#include <stdio.h>

#include <string.h>

// 说明：gets因为安全隐患，已被c11标准遗弃．
// 虽然新的c标准中增加了gets_s, 但目前各编译器支持力度不一．
// 另外的替代方案是fgets

// 但是fgets和gets有些许差异，体现在:
// (1) gets和scanf在接受用户输入时，不会将换行符记录到字符串中，且会自动添加结尾的'\0'
// (2) fgets会将换行符记录到字符串中，不会自动添加结尾的'\0'

// 为方便大家使用，自定义实现own_gets, 接受两个参数,str和num
// 内部实现使用fgets，但会将换行符进行处理，替换成'\0'

void own_gets (char *str, int num)
{
    if (fgets (str, num, stdin) != 0)
    {
        size_t len = strlen (str);
        if (len > 0 && str[len - 1] == '\n')
        {
            str[len - 1] = '\0';
        }
    }
}

int main()
{
    char s[1024];

    // 输入一行字符

    own_gets(s,1023);

    // 转换成大写字母
    char * p = s;

    for (; *p!='\0'; p++)
    {
        if( 'a' <= *p && *p <= 'z' )
        {
            *p = *p + 'A' - 'a';
        }
    }

    // 输出变更后的字符串
    printf(""%s\n"",s);

    return 0;
}

```"
276,2335,[YZNCXB]C 指针实训,ruhkbzpnsmt5,子串出现的次数,5767,"本关任务对应参考代码实现如下：
```cpp
#include <stdio.h>

// 包含字符串函数库
#include <string.h>

// 说明：gets因为安全隐患，已被c11标准遗弃．
// 虽然新的c标准中增加了gets_s, 但目前各编译器支持力度不一．
// 另外的替代方案是fgets

// 但是fgets和gets有些许差异，体现在:
// (1) gets和scanf在接受用户输入时，不会将换行符记录到字符串中，且会自动添加结尾的'\0'
// (2) fgets会将换行符记录到字符串中，不会自动添加结尾的'\0'

// 为方便大家使用，自定义实现own_gets, 接受两个参数,str和num
// 内部实现使用fgets，但会将换行符进行处理，替换成'\0'

void own_gets (char *str, int num)
{
    if (fgets (str, num, stdin) != 0)
    {
        size_t len = strlen (str);
        if (len > 0 && str[len - 1] == '\n')
        {
            str[len - 1] = '\0';
        }
    }
}

int main()
{
    char sub[128], str[1024];

    // 输入子串, 最长127位
    own_gets (sub, 127);

    // 输入长串，最长1023位
    own_gets (str, 1023);

    // 计算子串在长串中出现的次数n
    int n = 0;

    char *p = str;
    char *q = NULL;
    while ((q = strstr (p, sub)) != NULL)
    {
        n ++;
        p = q + strlen (sub);
    }

    // 输出次数
    printf (""%d\n"", n);

    return 0;
}

```"
277,2335,[YZNCXB]C 指针实训,rqa7ipjceth8,字符串的部分复制,5768,"本关任务对应参考代码实现如下：
```cpp
#include <stdio.h>
#include <string.h>

// 说明：gets因为安全隐患，已被c11标准遗弃．
// 虽然新的c标准中增加了gets_s, 但目前各编译器支持力度不一．
// 另外的替代方案是fgets

// 但是fgets和gets有些许差异，体现在:
// (1) gets和scanf在接受用户输入时，不会将换行符记录到字符串中，且会自动添加结尾的'\0'
// (2) fgets会将换行符记录到字符串中，不会自动添加结尾的'\0'

// 为方便大家使用，自定义实现own_gets, 接受两个参数,str和num
// 内部实现使用fgets，但会将换行符进行处理，替换成'\0'

void own_gets (char *str, int num)
{
    if (fgets (str, num, stdin) != 0)
    {
        size_t len = strlen (str);
        if (len > 0 && str[len - 1] == '\n')
        {
            str[len - 1] = '\0';
        }
    }
}

int main()
{
    char s[128], t[128];

    int m, n;

    // 输入源串
    own_gets (s, 127);

    // 输入m和n,用空格隔开
    scanf (""%d%d"", &m, &n);

    // 字符串复制
    char *p = s + m;
    char *q = t;
    for (int i = 0 ; i < n; i ++)
    {
        *q = *p;
        q ++;
        p ++;
    }

    // 输出复制结果
    printf (""t:%s\n"", t);

    return 0;
}

```"
278,2110,PL语言编译程序扩充,eju9oti4ayc8,PL语言编译程序扩充(初窥门径),,
279,2110,PL语言编译程序扩充,9m7us2v6fo3k,PL语言编译程序扩充(登堂入室),,
280,2110,PL语言编译程序扩充,upnbg9xrkijy,PL语言编译程序扩充(炉火纯青),,
281,2157,函数,82k3ltsi4xgo,计算三角形的面积和周长。,,
282,2157,函数,a97zh4moutp2,用函数求解级数。,,
283,2157,函数,4hfojpl3a79k,求正整数n内的所有素数。,,
284,2157,函数,y26eopvn4fck,正整数n转换成十六进制字符串逆序输出。,,
285,2230,Lexical Analysis(C/C++),abfpsl759xr2,C语言语法分析器,,
286,2270,数据结构-稀疏矩阵的转置,yk9zcu5it7rl,一般转置算法,5516,"```cpp
void TransSMatrix(SPMatrix a, SPMatrix *b)//一般转置，即：按列序转置
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int p, q, k;
	b->m=a.n; b->n=a.m; b->t=a.t;
	q=0;
	for(k=0;k<a.n;k++)
		for(p=0;p<a.t;p++)//找a的第k列非零元素存入b.data[]中
			if(a.data[p].j==k)
			{
				b->data[q].i=a.data[p].j;
				b->data[q].j=a.data[p].i;
				b->data[q].v=a.data[p].v;
				q++;
			}   	
    /********** End **********/
}
```"
287,2270,数据结构-稀疏矩阵的转置,rl846kmpjc7t,快速转置算法,5517,"本关任务对应的参考代码实现如下：
```cpp
void FastTransSMatrix(SPMatrix a, SPMatrix *b)//快速转置
{	
	int p,q,i,k;  int x[N],y[N];
	b->m=a.n; b->n=a.m; b->t=a.t;
	if(b->t==0)
	{
		printf(""The matrix has no nonzero element!\n""); return;
	}
	for(i=0;i<a.n;i++) x[i]=0;
	for(p=0;p<a.t;p++) //求A中每一列非零元个数存放到x[ ]中
	{
		/********** Begin *********/
		k=a.data[p].j; x[k]++;
		/********** End **********/
	}
	y[0]=0; 
	for(i=1;i<a.n;i++)//求A中每一列的第一个非零元在B.data中的位置存放到y[ ]中
	{
		/********** Begin *********/
		y[i]=y[i-1]+x[i-1];
	    /********** End **********/
	}
	for(p=0;p<a.t;p++) //扫描A.data，将A中每一三元组存放到B中恰当位置
	{
		/********** Begin *********/
		k=a.data[p].j; q=y[k];
		b->data[q].i=a.data[p].j; b->data[q].j=a.data[p].i; 
		b->data[q].v=a.data[p].v; y[k]++;
		/********** End **********/
	}    	
}
```"
288,2261,[YZNCXB] C数组实训,m5a8f7y4oqsp,销售波动统计,,
289,2261,[YZNCXB] C数组实训,ilf35fpyebva,最大销售增幅,,
290,2261,[YZNCXB] C数组实训,2fo7pe39zsiw,猴子选大王,,
291,2261,[YZNCXB] C数组实训,9ia3blz7qktv,犯二的程度,,
292,2261,[YZNCXB] C数组实训,jsx2menq6o4b,队列变换,,
293,1937,数据结构-串的运算及应用,lg6xyh7cpojs,求子串,3410,"```cpp
void SubStr(SString t, SString s,int i,int len)
//从s的第i个字符开始截取长度为len的子串存入t中。
//其中1≦i≦串s的长度, 0≦len≦ 串s的长度-i+1。
//若i和len超出取值范围，则输出""error""；否则输出子串t。
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int j,k;
	if(i<1 || i>s[0] || len<0 || len>s[0]-i+1)
	{
		printf(""error"");return;
	}
	for(k=1,j=i;k<=len;j++,k++)
		t[k]=s[j];
	t[0]=len; 
	t[k]='\0'; //在串尾存储一个结束符'\0'
	puts(t+1);
  /********** End **********/
}
```"
294,1937,数据结构-串的运算及应用,38x4cmf2gzhs,串的模式匹配之简单算法,3403,"本关任务对应的参考代码实现如下：
```cpp
int StrIndex_BF(SString s, SString t, int pos)
//从主串s的第pos个字符开始查找子串t。
//若找到，则返回子串t在主串s中第一次出现的位置，否则返回0。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
    int i,j;
	i=pos;j=1;
	while(i<=s[0]&&j<=t[0])
		if(s[i]==t[j]) //若字符相等，则继续比较
		{
			i++;j++;
		}
		else //若字符不等，则回溯，进行下一趟比较
		{
			i=i-j+2; //i回退到S的下一个起始位置
			j=1;
		}
	if(j>t[0]) return i-j+1; //匹配成功，返回t在s中的位置
	else return 0; //匹配失败，返回0  
    /********** End **********/
}
```"
295,1937,数据结构-串的运算及应用,hyqe7rcvfzni,串的模式匹配之KMP算法,3404,"本关任务对应的参考代码实现如下：
```cpp
void GetNext(SString t, int next[])
//求模式串T的next值并存入next数组中
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
       int j,k;
       j=1;k=0;next[1]=0;
       while(j<t[0])
       if(t[j]==t[k]||k==0)  next[++j]=++k;
       else  k=next[k]; 
	/********** End   *********/
}
```"
296,2158,循环程序2,ygsi6e4rutmf,编程求出四位正整数。,,
297,2158,循环程序2,lkpjqbi4hyue,"编程求出[1,n]以内的全部亲密数。",,
298,2158,循环程序2,lx9fozvs6eun,编程求等差数列的整数。,,
299,2158,循环程序2,mq8f7bihy2uv,用循环语句编程输出菱形图案。,,
300,2221,计算机程序设计-——作业三,mftrwyu3sabc,位置交换,,
301,2221,计算机程序设计-——作业三,gwh9zv3kcem2,逆序输出,,
302,2221,计算机程序设计-——作业三,kw3c9sf5r6xz,三角形的另一边,,
303,2221,计算机程序设计-——作业三,bsljkw3o7fvp,圆与直线,,
304,2221,计算机程序设计-——作业三,wy82oamrfzt3,switch,,
305,2189,计算机程序设计——作业二,2epimrwczs38,2.1   数学计算,,
306,2189,计算机程序设计——作业二,er23cjlkuxis,2.2   输出ASCII码,,
307,2189,计算机程序设计——作业二,ocm9h7zej2x6,2.3   求最大数,,
308,2167,计算机程序设计——作业一,j4ewuzm9shyb,1.1   求和,,
309,2167,计算机程序设计——作业一,l9qyfg2eazmr,1.2   字符串,,
310,2167,计算机程序设计——作业一,ire7x2zv6fko,1.3   华氏温度转换成摄氏温度,,
311,2167,计算机程序设计——作业一,muerfbscia29,1.4   求圆的周长与面积,,
312,2167,计算机程序设计——作业一,e4rcwt37u6fp,1.5   医院看病,,
313,1925,数据结构-队列基本运算的实现及其应用,4aymwzp93xnq,顺序队列的实现,3373,"本关任务对应的参考代码实现如下：
```cpp
void SQ_In(SqQueue *Q, ElemType e)
// 将e入队。即：插入元素e为Q的新的队尾元素。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(SQ_IsFull(*Q)) return;//队满
	Q->elem[Q->rear]=e;Q->rear=(Q->rear+1)%MAXSIZE;
    /********** End **********/
}

void SQ_Out(SqQueue *Q, ElemType *e)
// 从队列Q出队一个元素，即：删除Q的队头元素，用e返回其值。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(SQ_IsEmpty(*Q)) return; //队空
	*e=Q->elem[Q->front];Q->front=(Q->front+1)%MAXSIZE;
    /********** End **********/
}

void SQ_Head(SqQueue Q, ElemType *head)
// 获取队列的队头元素，用head返回其值。
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
    if( SQ_IsEmpty(Q) ) return; //队空
    *head = Q.elem[Q.front];
	/********** End **********/
}
```"
314,1925,数据结构-队列基本运算的实现及其应用,plmjhfic527b,链队列的实现,3374,"本关任务对应的参考代码实现如下：
```cpp
int LQ_Length(LinkQueue Q)
// 求队列的长度
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	QNode *p;int n;	
	p=Q.front->next;n=0;
	while(p)
	{
		n++;p=p->next;
	}
	return n;
    /********** End **********/
}

void LQ_In(LinkQueue *Q, ElemType e)
// 将e入队。即：插入元素e为Q的新的队尾元素。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	QNode* p;
	p=(QNode *)malloc(sizeof(QNode));
	p->data=e;
	p->next=NULL;
	Q->rear->next=p;
	Q->rear=p;
    /********** End **********/
}

void LQ_Out(LinkQueue *Q, ElemType *e)
//从队列Q出队一个元素，即：删除Q的队头元素，用e返回其值。
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	QNode *p;
	if(LQ_IsEmpty(*Q)) return;
	p=Q->front->next;
	*e=p->data;
	Q->front->next=p->next;
	if(Q->front->next==NULL)//若只有一个结点，删除后还要修改尾指针
		Q->rear=Q->front;
	free(p);
    /********** End **********/
}

void LQ_Head(LinkQueue Q, ElemType *head)
//获取队列的队头元素，用head返回其值。
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
    if(LQ_IsEmpty(Q)) return;
    *head = Q.front->next->data;
    /********** End **********/
}
```"
315,1925,数据结构-队列基本运算的实现及其应用,ytqrfgcua97n,利用循环队列输出杨辉三角形,5070,"本关任务对应的参考代码实现如下：
```cpp
void YangHuiTriangle(int n)//借助循环队列输出n行杨辉三角形
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	SqQueue q;int a,b,i,j;
	SQ_Initiate(&q);
	SQ_In(&q,1);
	for(i=1;i<=n;i++)
	{
		//由第i行产生第i+1行存入队列中，同时将第i行元素依次出队并输出。
		SQ_In(&q,1); //第i+1行的第一个元素1入队
		SQ_Out(&q,&b);printf("" %d"",b); //第i行的一个元素出队并输出
		for(j=1;j<=i-1;j++)
		{
			a=b; //a指向第i行的前一个元素
			SQ_Out(&q,&b);printf("" %d"",b); //第i行的下一个元素b出队并输出
			SQ_In(&q,a+b); //产生第i+1行的一个元素，将其入队
		}
		SQ_In(&q,1); //第i+1行的最后一个元素1入队
		printf(""\n"");
	}
	/********** End **********/
}
```"
316,1920,数据结构-栈基本运算的实现及其应用,nl3j9s2gmu4v,顺序栈的实现,3368,"本关任务对应的参考代码实现如下：
```cpp
void SS_Push(SqStack *S, ElemType e)
// 插入元素e为新的栈顶元素
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(SS_IsFull(*S)) return;//栈满
	S->top++; S->elem[S->top]=e;
    /********** End **********/
}

void SS_Pop(SqStack *S, ElemType *e)
// 删除S的栈顶元素，用e返回其值
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(SS_IsEmpty(*S)) return; //栈空
	*e=S->elem[S->top]; S->top--;
    /********** End **********/
}

void SS_Top(SqStack S, ElemType *e)
// 获取栈顶元素赋给e
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(SS_IsEmpty(S)) return; //栈空	
	*e=S.elem[S.top];	
	/********** End **********/
}
```"
317,1920,数据结构-栈基本运算的实现及其应用,7lts3ekrnumf,链栈的实现,3369,"本关任务对应的参考代码实现如下：
```cpp
//将元素e进栈
void LS_Push(LinkStack *S, ElemType e)
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	StackNode *p;
	p=(StackNode *)malloc(sizeof(StackNode));
	p->data=e;
	p->next=*S;
	*S=p;
    /********** End **********/
}

//出栈。出栈元素赋给e
void LS_Pop(LinkStack *S, ElemType *e)
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	StackNode *p;
	if(LS_IsEmpty(*S)) return;
	p=*S;
	*e=p->data;
	*S=p->next;
	free(p);
    /********** End **********/
}

//读栈顶元素赋给e。
void LS_Top(LinkStack S, ElemType *e)
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(LS_IsEmpty(S)) return;
	*e=S->data;
    /********** End **********/
}
```"
318,1920,数据结构-栈基本运算的实现及其应用,w7bi3jsvrkxz,利用栈实现数制转换,5067,"本关任务对应的参考代码实现如下：
```cpp
void Conversion(int N, int r)
//  利用栈将十进制整数N转换成r进制数（如：二、八、十六进制）
//  输出转换的结果
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	SqStack s;ElemType x;
	SS_Initiate(&s);
    while(N)
    {
		SS_Push(&s,N%r);
        N=N/r;
    }
    while(!SS_IsEmpty(s))
	{
		SS_Pop(&s, &x);
		if(x>=10&&x<=15) printf(""%c"",x+55);
		else printf(""%d"",x);
	}	 
    /********** End **********/
}
```"
319,1918,数据结构-顺序表及其应用,5lvj3okwhm8t,顺序表的实现之查找功能,3365,"本关任务对应的参考代码实现如下：
```cpp
void SL_GetAt(SqList L, int i, ElemType *e)
// 获取顺序表L的第i个元素赋给e，i的有效范围[1,L.length]。
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	if(i<1||i>L.length) {
		printf(""SL_GetAt(): location error when reading elements of the slist!\n"");		
		SL_Free(&L);
		exit(0);
	}
	else 
		*e=L.elem[i-1];
	/********** End **********/
}

int SL_FindValue(SqList L, ElemType x)
// 在顺序表L中查找第一个值为x的元素，找到则返回该元素在表中的位置，否则返回0。
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int i;
	for(i=0;i<L.length;i++)
		if(L.elem[i]==x) return i+1;//查找成功，返回位置i+1
	return 0; //查找失败，返回0
	/********** End **********/
}
```"
320,1918,数据结构-顺序表及其应用,ewfis4ytaocg,顺序表的实现之增删功能,3364,"本关任务对应的参考代码实现如下：
```cpp
void SL_InsAt(SqList* L, int i, ElemType e)
// 在顺序表的第i个位置插入新元素e, 即在元素L->elem[i-1]之前插入
// i的有效范围[1,L->length+1]，插入之前要判断表满
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int j;
    if(i<1||i>L->length+1)//i值不合法
	{
		printf(""SL_InsAt(): The value of 'i' is not in the range [1,n+1].\n""); return;
	}
	if(L->length==MAXSIZE)//表满
	{
		printf(""SL_InsAt(): The list is full.\n""); return;
	}
	for(j=L->length-1;j>=i-1;j--)//后移
		L->elem[j+1]=L->elem[j];
	L->elem[i-1]=e;
	L->length++;	
    /********** End **********/
}

void SL_DelAt(SqList* L, int i)
// 删除顺序表L的第i个元素
//i的有效范围[1,L->length]
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int j;
	if(i<1||i>L->length)//i值不合法
	{
		printf(""SL_DelAt(): The value of 'i' is not in the range [1,n].\n""); return;
	}
	for(j=i;j<=L->length-1;j++)//前移
		L->elem[j-1]=L->elem[j];
	L->length--;	
    /********** End **********/
}

void SL_DelValue(SqList* L, ElemType x)
// 删除第一个值为x的元素
{
    // 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int i;
	for(i=0;i<L->length;i++)
		if(L->elem[i]==x)
		{
			SL_DelAt(L, i+1);break;
		}			
    /********** End **********/
}
```"
321,1918,数据结构-顺序表及其应用,jlkoa7m25srf,顺序表的合并,3650,"本关任务对应的参考代码实现如下：
```cpp
void MergeList_Sq(SqList LA,SqList LB,SqList *LC)
//已知顺序表LA和LB的元素按值非递减排列
//归并LA和LB得到新的顺序表LC，LC的元素也按值非递减排列。
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	int i,j,k;
	i=j=k=0; //i,j,k分别存放顺序表LA、LB和LC的元素下标，赋初值为0，
	         //可以理解成i,j,k分别“指向”三个表的第一个元素。
	LC->length=LA.length+LB.length;    //新表长度为待合并两表的长度之和
	while(i<LA.length&&j<LB.length)  //合并
		if(LA.elem[i]<=LB.elem[j]) //选取两表中值较小的元素
			LC->elem[k++]=LA.elem[i++];
		else
			LC->elem[k++]=LB.elem[j++];
	while(i<LA.length)  //将LA的剩余元素赋给LC
		LC->elem[k++]=LA.elem[i++];
	while(j<LB.length)  //将LB的剩余元素赋给LC
		LC->elem[k++]=LB.elem[j++];
	/********** End **********/
} 
```"
322,1915,数据结构-链表及其应用,6b95rsjfuwvy,链表的实现之查找功能,3360,"本关任务对应的参考代码实现如下：
```cpp
void LL_GetAt(LinkList L, int i, ElemType *e)
// 在带头结点的单链表L中获取第i个元素的值赋给e，i的取值范围[1,n]
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	LinkList p;int j;
	p=L->next;j=1; //初始化
	while(p&&j<i) //向后扫描，直到p指向第i个元素或p为空
	{	
		p=p->next; ++j;
	}
	if(!p || j>i) //i>n或者i<1，i值不合法
	{
		printf(""LL_GetAt(): The value of 'i' is not in the range [1,n].\n""); return;
	}
	*e=p->data; //取第i个元素
	/********** End **********/
}

LNode *LL_FindValue(LinkList L, ElemType e,int *i)
//在带头结点的单链表L中查找第一个值为e的元素，
//找到则将该元素在链表中的位置赋给i，并返回该结点指针，否则i赋值为0并返回空指针
{
	// 请在这里补充代码，完成本关任务
    /********** Begin *********/
	LNode *p;
	p=L->next; *i=1; 
	while(p&&p->data!=e)
	{
		p=p->next; (*i)++;
	}
	if(!p) *i=0;
	return p;
	/********** End **********/
}
```"
